customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
3763-GCZHZ,Female,0.0,Yes,Yes,64.96458079070001,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,Two year,No,Mailed check,100.34334124034045,998.1,Yes
6484-LATFU,Female,0.0,Yes,Yes,65.99172382286406,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),22.85669522383841,2768.65,No
7599-NTMDP,Male,0.0,Yes,No,59.346572830934306,No,No phone service,No,No,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,48.025876267041276,1170.55,No
0772-GYEQQ,Male,0.0,No,No,2.988253643834174,No,No,No,No,Yes,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,80.77547702853701,2669.45,Yes
0536-ACXIP,Male,0.0,Yes,No,65.12720112354506,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,115.22640107226977,1382.9,Yes
0936-NQLJU,Female,0.0,No,Yes,43.813201789387946,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),20.174770505671976,1716.45,No
4831-EOBFE,Male,0.0,Yes,Yes,27.560133023204116,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,101.8155922060045,6770.85,Yes
1575-KRZZE,Female,0.0,Yes,No,4.262349372054783,Yes,No,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,54.22806581035599,1654.7,No
3251-YMVWZ,Male,0.0,No,No,51.8194529931111,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,23.354178069271175,5688.45,No
4102-OQUPX,Female,0.9659727227927005,Yes,No,1.0928692943367235,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,80.93432705982534,337.9,No
9170-GYZJC,Male,0.0,Yes,Yes,41.442806087346405,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.96827778378025,460.25,No
4884-LEVMQ,Male,0.0,No,Yes,35.84964942398129,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,22.2332995613172,1779.95,No
8857-CUPFQ,Male,0.0,Yes,Yes,57.00968686085788,No,No,DSL,No,Yes,No,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.08503316886043,580.1,Yes
7610-TVOPG,Female,0.0,Yes,Yes,14.784836373334795,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.41996772090209,30.2,No
3638-DIMPH,Male,0.0,Yes,No,11.7439971038782,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,43.15292123042087,70.7,No
1845-ZLLIG,Male,0.0,No,Yes,0.9508980166066222,Yes,Yes,No,No,Yes,No,No,No internet service,No,One year,Yes,Credit card (automatic),48.32691819299253,1391.65,Yes
8559-WNQZS,Female,0.0,Yes,Yes,0.9496664320544129,Yes,No phone service,No,No internet service,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),21.14175766925854,649.65,Yes
3999-QGRJH,Female,1.0669555119419325,Yes,No,7.261914277898291,No,Yes,No,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,65.47505601796233,1734.5,Yes
1699-UOTXU,Male,0.0,Yes,No,63.42592295718803,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),57.420983195118716,4847.05,No
2454-RPBRZ,Male,0.9730259811788823,No,No,10.85071596025169,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),103.58883706326517,1269.55,Yes
0635-WKOLD,Female,0.0,Yes,Yes,40.13610901334065,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,75.07435514160859,1498.35,Yes
5993-JSUWV,Male,0.0,No,Yes,63.54456965414692,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),55.042573033935135,3914.05,Yes
4518-FZBSX,Male,0.0,Yes,No,39.74359412971417,No,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,No,Electronic check,18.47414758799619,7470.1,No
5387-ASZNZ,Male,1.0058899368076561,No,Yes,70.1955362113834,Yes,No,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,68.91400704806935,306.05,Yes
6988-CJEYV,Male,0.0,No,Yes,47.86766817859254,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,103.72315849996905,398.55,No
2002-MZHWP,Male,0.0,No,Yes,0.9849882517267156,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),20.997876704997225,5764.7,Yes
3097-FQTVJ,Male,0.0,Yes,No,42.17947451286651,No,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,Yes,Electronic check,20.345006914810874,226.55,Yes
5465-BUBFA,Female,0.0,Yes,Yes,44.298769589162816,No,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),17.670623204032275,2010.95,Yes
7299-GNVPL,Female,0.0,Yes,No,22.121834618982863,No,Yes,DSL,No,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Mailed check,86.81675554545147,4524.05,No
9743-DQKQW,Male,0.0,Yes,No,2.7216705052278614,No,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.499395155750666,4719.75,Yes
1215-VFYVK,Female,0.0,No,Yes,4.03063693528125,No,No,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,51.34521278499819,4740,Yes
9371-BITHB,Female,0.0,Yes,No,47.50729868116601,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),19.056928746434487,4327.5,No
2265-CYWIV,Female,1.056159621198262,No,Yes,4.147372698093961,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,100.70341300241708,6474.45,No
9093-FPDLG,Male,0.0,No,No,10.757797379631114,Yes,No phone service,No,Yes,Yes,No,No,Yes,No internet service,Two year,No,Electronic check,100.51283502664207,195.65,No
0541-FITGH,Female,0.0,Yes,No,2.199010660843045,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,67.17792982661834,1302.65,Yes
6985-HAYWX,Female,0.0,No,Yes,27.58401777270295,No,Yes,DSL,No,No internet service,No,Yes,No internet service,No internet service,One year,No,Electronic check,80.2575655599383,365.4,Yes
7508-KBIMB,Male,0.0,No,No,24.15884339868057,No,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,57.91991456511285,399.25,Yes
6838-HVLXG,Male,0.0,Yes,Yes,12.890629243089789,Yes,Yes,No,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),20.185623016727327,828.2,Yes
2277-DJJDL,Female,1.008842858851051,No,No,55.577046367471496,No,No,No,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,96.16061114941334,3019.25,Yes
1897-OKVMW,Female,0.0,Yes,Yes,68.05322509522729,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.25757915793216,503.25,Yes
5485-ITNPC,Male,0.0,No,No,64.54951098554017,Yes,No,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,86.43832249955786,2681.15,No
0233-FTHAV,Female,0.0,No,No,54.882753175927085,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),80.18275007800531,580.8,Yes
4644-PIZRT,Female,0.0,Yes,Yes,18.035052188148093,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),64.52851875561593,565.75,No
8922-NPKBJ,Male,0.0,No,Yes,39.79837499929386,No,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),18.642656591151702,20.55,No
2740-TVLFN,Male,0.0,Yes,No,1.0786976752210549,No,Yes,DSL,No,No internet service,No,No,No internet service,No,Two year,No,Credit card (automatic),52.84311094655017,6468.6,No
7771-CFQRQ,Male,0.0,Yes,No,44.73689242412863,No,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,One year,No,Electronic check,60.289554226548695,3249.4,No
9512-PHSMG,Female,0.0,No,Yes,9.107307636211377,Yes,No,No,No,Yes,No,No,Yes,No,One year,No,Mailed check,20.153302635405538,3549.25,Yes
6963-EZQEE,Male,0.9787126582711034,No,No,76.57685510015058,No,No phone service,No,Yes,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),82.15394138841783,184.65,Yes
2452-KDRRH,Female,1.0684792831073378,Yes,Yes,72.74015530851328,Yes,No,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),98.01786345323914,4238.45,No
2004-OCQXK,Female,0.0,No,No,1.0250036239572238,No,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,81.11253830604757,1423.35,No
5027-QPKTE,Male,0.0,Yes,No,6.553789287465383,Yes,No phone service,No,No internet service,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,67.87751725275909,2838.7,Yes
4146-SVFUD,Male,0.0,No,Yes,0.9395127779941014,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),40.43910185908068,563.05,Yes
1564-HJUVY,Male,0.0,Yes,No,4.20347964343736,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),66.12775710644745,3810.55,Yes
3617-XLSGQ,Female,0.0,Yes,Yes,68.33270254544335,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),106.95889144498915,5809.75,No
7517-LDMPS,Female,0.0,No,Yes,12.769838329804749,No,Yes,No,Yes,No,No internet service,No internet service,No,No internet service,One year,No,Mailed check,79.15090203172288,1790.8,Yes
7244-KXYZN,Female,0.0,Yes,No,22.876061410826704,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,21.28508322092462,2259.35,Yes
5226-NOZFC,Female,0.0,Yes,Yes,28.02225441412651,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,93.37901365165294,1132.35,No
2672-HUYVI,Male,0.0,No,Yes,6.0321570234425455,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,83.73856647677064,900.5,Yes
1400-WIVLL,Female,0.0,Yes,No,55.72078427727931,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),108.71327165164497,769.1,No
7508-MYBOG,Male,0.0,No,Yes,14.670310244779067,No,No,No,No,No internet service,Yes,No,No internet service,No internet service,Two year,No,Electronic check,91.65002700599173,6511.25,Yes
8148-NLEGT,Male,0.0,No,No,39.60180857630635,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,One year,No,Electronic check,20.965525290545283,7565.35,No
0148-DCDOS,Female,0.0,Yes,Yes,24.36501525544673,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Two year,No,Electronic check,90.31093721881602,49.55,Yes
8347-GDTMP,Male,0.0,No,No,69.64439285364702,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.28196115706856,1057.85,No
9992-RRAMN,Female,0.0,No,Yes,23.68125619820751,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),86.0111232441154,7138.65,Yes
6746-WAUWT,Male,0.0,No,No,19.181045469481532,No,No phone service,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),18.627208555667295,1766.75,No
0310-MVLET,Female,0.0,Yes,No,59.88173204386884,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Two year,No,Mailed check,98.76822009500931,4916.95,No
0428-IKYCP,Female,0.0,Yes,Yes,20.130069458647423,No,No phone service,No,No internet service,No,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.90404417924094,5985.75,Yes
4550-VBOFE,Male,0.9337114514658045,Yes,No,74.632500832889,No,No,Fiber optic,No,Yes,No,No internet service,No,No,One year,No,Electronic check,98.91978626438791,740.8,Yes
2187-PKZAY,Female,0.0,No,Yes,12.155384759949815,Yes,Yes,No,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.30804120218816,1240.25,No
4003-OCTMP,Male,0.0,Yes,Yes,28.485501736055557,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),61.26490884108712,283.75,No
6652-YFFJO,Female,0.0,Yes,No,10.702393572536861,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,No,Mailed check,59.67187881752301,772.85,Yes
7225-IILWY,Male,0.0,No,No,68.14576293857559,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,24.671345530899384,3503.5,Yes
5248-RPYWW,Male,1.0329837460052416,No,No,74.74953293351038,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Electronic check,96.2802467113044,25,No
7923-IYJWY,Female,1.07698841954537,No,Yes,60.92771865701261,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),119.89207576332718,7222.75,No
3170-GWYKC,Male,0.0,Yes,No,64.78467351826092,Yes,No,No,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.34552349337116,1539.45,No
5696-QURRL,Male,0.0,Yes,No,0.9209648644946122,No,No phone service,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),49.30111732913335,246.3,No
7409-KIUTL,Male,0.9076209255561972,Yes,No,0.9852932376480583,No,No phone service,No,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,77.41812524141127,263.65,Yes
9830-ECLEN,Male,0.0,No,Yes,58.77325728314061,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,50.60921495862437,5064.85,Yes
1732-VHUBQ,Female,0.9599833332698291,Yes,Yes,46.81199267011452,No,Yes,No,Yes,No internet service,No internet service,No,No,No,One year,No,Electronic check,74.99514640948865,5514.95,Yes
0495-RVCBF,Female,0.0,Yes,No,0.948952935715602,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),77.44728161519802,494.9,No
2668-TZSPS,Male,0.0,No,Yes,0.9429536352841433,No,Yes,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,19.847166646551706,2068.55,Yes
7854-EDSSA,Male,0.0,Yes,Yes,24.10983365305615,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),62.38593196995605,4888.2,No
8869-TORSS,Male,0.0,No,No,48.144655860936446,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),60.71851680201567,319.6,No
7446-SFAOA,Male,0.0,Yes,No,35.84642517987757,No,Yes,No,No internet service,No,No internet service,No internet service,No,No,Two year,No,Electronic check,20.32499128374976,4018.05,Yes
9522-ZSINC,Female,0.0,Yes,No,14.290696624062363,No,No,No,Yes,No,No,No internet service,Yes,No,Two year,No,Electronic check,20.003272678363587,2053.05,No
8234-GSZYK,Female,0.0,Yes,Yes,40.65695295558971,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),26.92723032030355,1901.65,Yes
6505-OZNPG,Male,0.0,Yes,No,6.268421122348326,No,No phone service,No,No internet service,No,No,No,No,No,One year,No,Bank transfer (automatic),65.41308103067412,5427.05,Yes
6164-HAQTX,Male,0.0,No,Yes,75.86900208362214,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),50.81808003337934,29.15,No
0679-IDSTG,Female,1.0799124919925749,No,Yes,0.974354556133583,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,67.53648276880777,797.1,Yes
7765-LWVVH,Female,0.0,No,No,71.30799655419462,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,101.80708282094739,250.05,No
1658-TJVOA,Male,1.0726581750018207,Yes,No,5.607061363979096,No,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.15470407412714,3608,Yes
0953-LGOVU,Female,0.0,Yes,No,11.815294098927582,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,Two year,No,Mailed check,35.27757723238534,229.6,No
2115-BFTIW,Female,0.0,No,No,26.909492133697466,No,Yes,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),72.88947316303955,387.7,Yes
4692-NNQRU,Male,0.0,Yes,No,21.28530725643022,No,No,DSL,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),85.71999703245264,231.8,No
7742-MYPGI,Female,0.0,No,No,5.452242745089815,Yes,No,No,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,44.96866389021023,2165.05,No
0611-DFXKO,Male,0.0,No,Yes,21.251876610669207,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),97.31910853985367,4299.2,No
7780-OTDSO,Male,0.0,No,No,16.98849392480054,Yes,No,No,No internet service,No,No,No internet service,Yes,No,One year,No,Mailed check,106.58712657279422,33.7,No
9619-GSATL,Female,0.0,Yes,No,39.65534867310578,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,No,Mailed check,56.553912723102876,130.1,Yes
5622-UEJFI,Male,0.0,Yes,No,35.49224404900946,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),23.26121094796558,2283.3,No
9747-DDZOS,Female,0.0,No,No,0.9530554837041406,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,72.5196831974287,672.2,No
0674-DGMAQ,Male,1.046993908814786,No,Yes,30.97404539998812,No,No,No,No,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,87.35670919608256,571.45,Yes
6203-HBZPA,Female,0.0,Yes,No,56.016793540266114,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),64.49726685575595,4965.1,No
0484-FFVBJ,Male,0.0,No,No,34.467743456261694,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,65.19779025911645,165.4,No
0301-FIDRB,Male,0.0,No,No,68.09683952744957,Yes,Yes,DSL,No internet service,No,Yes,No,No,No internet service,One year,No,Electronic check,64.67707317913812,1680.25,No
4139-JPIAM,Female,0.0,No,No,48.41589596647671,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),43.3486131276267,368.85,Yes
2181-TIDSV,Male,0.0,Yes,No,61.583211700352756,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,18.383307325540247,2351.8,Yes
2761-XECQW,Female,0.9257647267731934,No,Yes,8.767215684794749,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,46.876046690442806,3045.75,Yes
1936-CZAKF,Female,0.0,Yes,Yes,53.420175110808316,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),48.55199393870112,3398.9,No
9453-PATOS,Male,0.0,Yes,No,72.97276925388744,Yes,No phone service,DSL,Yes,No internet service,Yes,Yes,No,No,Two year,Yes,Electronic check,79.4014488315714,657.5,Yes
0564-JJHGS,Male,0.0,No,Yes,9.378721064824644,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,Yes,Credit card (automatic),88.22857698715161,928.4,No
3348-CFRNX,Female,0.0,No,No,28.09893065671293,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),98.52248332220762,329.95,No
4402-FTBXC,Female,0.0,No,No,51.447737998513745,No,No phone service,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,86.9767685644121,1993.2,No
1428-GTBJJ,Male,0.0,No,No,10.208354586088635,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,80.14790676676712,178.1,No
2931-XIQBR,Female,0.0,Yes,No,52.945064736609005,No,No,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,100.73358493715101,1583.5,No
0106-UGRDO,Female,0.0,Yes,No,71.08816025700354,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,120.14127875085268,4442.75,Yes
5542-TBBWB,Female,0.0,No,Yes,0.9495856068166066,No,No phone service,DSL,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,68.13767631188367,6767.1,Yes
1930-QPBVZ,Female,0.0,Yes,No,66.32510807431356,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),94.82538915124461,1529.2,Yes
2606-PKWJB,Female,0.0,No,No,43.37782016841433,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No,One year,No,Mailed check,36.661904632749994,1893.95,No
5322-ZSMZY,Female,0.0,Yes,No,28.006955884874642,No,Yes,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),26.620548840596445,483.15,Yes
8059-UDZFY,Male,0.9080942296122784,No,Yes,33.06789155833245,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,115.46620776398663,3517.9,Yes
7740-BTPUX,Male,1.0771840174310494,No,Yes,50.631768700784605,No,No phone service,No,No internet service,No,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),114.149057088779,7508.55,Yes
5220-AGAAX,Female,0.0,No,No,69.05929714947194,No,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Mailed check,22.84489875867195,217.5,Yes
0208-BPQEJ,Female,0.0,Yes,Yes,12.600146354529265,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),19.44129965987097,1777.9,No
9435-JMLSX,Female,0.0,Yes,Yes,67.87841879266787,No,No phone service,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),87.13003655844427,2345.55,No
3352-ALMCK,Female,0.0,No,Yes,43.448770658387154,Yes,No,No,No,No,Yes,No internet service,Yes,No internet service,Two year,No,Credit card (automatic),107.38326864457129,1559.45,Yes
5312-IRCFR,Female,0.0,Yes,No,63.39312398129665,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Electronic check,86.37527239152074,255.25,Yes
5294-IMHHT,Male,0.0,Yes,Yes,49.301393517522925,No,No,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),89.15244249513141,649.4,No
8802-UNOJF,Female,0.9842567982042447,No,No,10.98727927616503,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Two year,No,Electronic check,80.68460154045424,4193.4,Yes
6313-GIDIT,Male,0.9279778053424907,Yes,No,51.59093014873959,No,No phone service,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.85389339723752,414.1,Yes
6176-YJWAS,Female,0.0,Yes,No,70.80107910814297,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,97.3123311308089,4054.2,Yes
5310-NOOVA,Male,0.0,Yes,No,49.07930755632948,No,Yes,No,Yes,No,No internet service,No internet service,Yes,No,One year,Yes,Electronic check,18.774529512562626,1093,No
4526-EXKKN,Female,0.0,No,Yes,36.392291506015084,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),22.774203951421093,1347.15,No
5311-IHLEI,Male,0.0,Yes,Yes,11.679397936366222,No,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,52.05113873702776,112.3,Yes
3987-KQDDU,Female,0.0,No,Yes,9.516795798397165,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No,No internet service,One year,No,Credit card (automatic),72.55853091029287,3330.1,No
3404-JNXAX,Female,0.0,Yes,No,47.1222358646119,No,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.38728533340216,165.45,Yes
5131-PONJI,Female,0.0,Yes,Yes,50.84072242692501,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,85.18297003511773,1857.3,No
2845-AFFTX,Female,1.0013740150718298,Yes,Yes,44.50186566792949,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.36655627682057,1279,No
3489-VSFRD,Male,0.0,Yes,No,60.04507969380258,No,No,DSL,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,60.68008852093055,2142.8,No
3345-JHUEO,Female,0.0,No,No,3.9557856498910597,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,18.8590364810183,5536.5,Yes
5815-HGGHV,Female,0.0,No,No,19.74590539580472,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,63.286681296169206,113.5,No
5260-UMPWX,Male,0.0,No,Yes,27.31101101419441,No,No,No,No internet service,Yes,No,No internet service,Yes,Yes,Two year,No,Credit card (automatic),19.600461377159785,100.2,No
2249-YPRNG,Male,0.0,Yes,No,21.89999253287192,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Two year,No,Electronic check,114.88865667263738,838.7,No
7410-YTJIK,Male,0.0,Yes,No,7.074717947474164,No,Yes,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,73.62146745317511,4847.35,No
4626-GYCZP,Female,0.0,No,Yes,6.657019772083896,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),84.53625417682304,1210.4,Yes
5649-RXQTV,Female,0.0,Yes,No,46.555919713317415,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Mailed check,96.7272612897225,6941.2,No
2674-MIAHT,Male,0.0,No,Yes,3.819391774084309,Yes,No,No,Yes,Yes,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),85.80633005625613,1796.55,Yes
